protein,scaffold,KO,AMG,KO.name,KO.evalue,KO.score,KO.v.score,Pfam,Pfam.name,Pfam.evalue,Pfam.score,Pfam.v.score.x,VOG,VOG.name,VOG.evalue,VOG.score,VOG.v.score.x,total.genes,all.KEGG,KEGG.v.score,all.Pfam,Pfam.v.score.y,all.VOG,VOG.v.score.y,KEGG.int.rep,KEGG.zero,Pfam.int.rep,Pfam.zero,VOG.redoxin,VOG.rec.tran,VOG.int,VOG.RnR,VOG.DNA,KEGG.restriction.check,KEGG.toxin.check,VOG.special,annotation.check,p_v.check,p_k.check,k_v.check,k.check,p.check,v.check,h.check,type,Quality,prophageID,newName
NODE_51_length_34638_cov_21.818116_22,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,VOG03554,REFSEQ hypothetical protein,3.6e-25,82.1,2.25,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_23,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_24,NODE_51_length_34638_cov_21.818116,K14415,,"RTCB, rtcB; tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]",3.4999999999999993e-68,225,0.78,PF01139.17,tRNA-splicing ligase RtcB,4.999999999999999e-64,210,0.78,VOG01100,sp|P46850|RTCB_ECOLI RNA-splicing ligase RtcB,5.799999999999998e-122,400.8,2.89,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_25,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_26,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_27,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,PF05869.11,DNA N-6-adenine-methyltransferase (Dam),1.8e-17,56.6,1.65,VOG01116,sp|P51715|YO13_BPHC1 Uncharacterized adenine-specific methylase,5.799999999999999e-42,136.4,6.05,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_28,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_29,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,VOG03112,REFSEQ putative methyltransferase,8.3e-64,207.3,1.32,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_30,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_31,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_32,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,PF04448.12,Protein of unknown function (DUF551),5.4e-13,42.9,0.56,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_33,NODE_51_length_34638_cov_21.818116,K00571,,E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72],2.3999999999999997e-27,89.8,3.81,PF01555.18,DNA methylase,8.100000000000001e-13,41.7,5.1,VOG00102,sp|P29538|MTH1_HAEPA Modification methylase HpaI,1.5e-30,99.4,10,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_34,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_35,NODE_51_length_34638_cov_21.818116,K00390,AMG,cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],1.4999999999999998e-24,80.5,0.52,PF01507.19,Phosphoadenosine phosphosulfate reductase family,2.3999999999999997e-23,76.2,0.34,VOG00137,sp|P03766|Y290_LAMBD Uncharacterized nin region protein ORF290,8.899999999999999e-37,120.5,3.44,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_36,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_37,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,VOG11593,REFSEQ hypothetical protein,1.5999999999999999e-21,69.7,0.95,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_38,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_39,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_40,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,PF09674.10,Protein of unknown function (DUF2400),1.0999999999999998e-69,228,0,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_41,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_42,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_43,NODE_51_length_34638_cov_21.818116,K00558,AMG,"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]",2.7000000000000004e-46,151.8,3.5,PF00145.17,C-5 cytosine-specific DNA methylase,3.3e-44,144.6,3.75,VOG01461,sp|P05302|MTD1_DESNO Modification methylase DdeI,4.6e-44,143.6,1.68,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_44,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_45,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,VOG00412,REFSEQ hypothetical protein,1.2e-12,41.7,1.99,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_46,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,VOG01594,"sp|Q8GWA2|MOC1_ARATH Holliday junction resolvase MOC1, chloroplastic",1.5e-30,99.3,0.65,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_47,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_48,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,VOG01564,REFSEQ hypothetical protein,1.3e-22,73.9,7.59,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_49,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_50,NODE_51_length_34638_cov_21.818116,K03530,,hupB; DNA-binding protein HU-beta,8.5e-25,81.8,0.45,PF00216.21,Bacterial DNA-binding protein,3.7e-25,81.2,0.69,VOG01191,sp|P0A3H0|DBH_GEOSE DNA-binding protein HU,5.9e-17,55.1,4.97,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_51,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_52,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_53,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_54,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_55,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_56,NODE_51_length_34638_cov_21.818116,K07455,,recT; recombination protein RecT,2.8999999999999998e-52,172.2,1.61,PF03837.14,RecT family,4.9000000000000004e-29,94.3,2.53,VOG10469,sp|P03698|VBET_LAMBD Recombination protein bet,2.2000000000000003e-19,63.3,10,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_57,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,PF12684.7,PDDEXK-like domain of unknown function (DUF3799),1.9e-14,47,2.21,VOG00690,sp|P15032|RECE_ECOLI Exodeoxyribonuclease 8,6.1e-25,81.3,6.89,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_51_length_34638_cov_21.818116_58,NODE_51_length_34638_cov_21.818116,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,58,6,10.669999999999998,11,17.709999999999997,16,63.489999999999995,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,3,8,39,lytic,low quality draft,MB18-33_prophage4,MB18-33
NODE_17_length_73201_cov_32.253332_fragment_1_16,NODE_17_length_73201_cov_32.253332_fragment_1,K04763,,xerD; integrase/recombinase XerD,2.1e-12,41.1,2.87,PF13102.6,Phage integrase SAM-like domain,3.2e-13,42.1,1,VOG00041,sp|O10330|VLF1_NPVOP Very late expression factor 1,1.7e-21,69.2,10,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_17,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_18,NODE_17_length_73201_cov_32.253332_fragment_1,K01446,,PGRP; peptidoglycan recognition protein,5.100000000000001e-19,62,1.05,PF01510.25,N-acetylmuramoyl-L-alanine amidase,4.2e-23,74.4,3.37,VOG00699,sp|P20331|ENLYS_BPT3 Endolysin,2.3999999999999997e-46,151.1,5.38,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_19,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_20,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_21,NODE_17_length_73201_cov_32.253332_fragment_1,K00986,,ltrA; RNA-directed DNA polymerase [EC:2.7.7.49],5.3e-28,92,0.41,PF00078.27,Reverse transcriptase (RNA-dependent DNA polymerase),1.1000000000000001e-16,53.1,0.39,VOG17629,REFSEQ gp20 protein,6e-51,165.6,0.61,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_22,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_23,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_24,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_25,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_26,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_27,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_28,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_29,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_30,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_31,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,VOG01709,REFSEQ tape measure,2.9e-15,47.7,0.72,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_32,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_33,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_34,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,VOG00149,sp|A9CRB8|TAIL_BPMR1 Putative tail protein,8.6e-15,47.2,5.26,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_35,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_36,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_37,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_38,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,PF05135.13,Phage gp6-like head-tail connector protein,4.6999999999999995e-21,67.4,1,VOG00181,REFSEQ hypothetical protein,2.8000000000000003e-25,80.5,7.11,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_39,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,PF05065.13,Phage capsid family,1e-14,46.6,5.12,VOG00633,sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17,1.1e-22,73,10,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_40,NODE_17_length_73201_cov_32.253332_fragment_1,K06904,,K06904; uncharacterized protein,7.9e-36,117.8,2.41,PF04586.17,Caudovirus prohead serine protease,2.8999999999999995e-30,97.7,1.83,VOG03165,sp|Q6QGD7|PRO_BPT5 Prohead protease,1.6e-22,72.6,10,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_41,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,PF04860.12,Phage portal protein,8.9e-80,260.3,4.78,VOG00236,sp|Q4Z9G3|PORTL_BPTWO Probable portal protein,1.3e-49,161.7,10,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_42,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_43,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,VOG22604,REFSEQ hypothetical protein,1.4e-19,62.6,0.52,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_44,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_45,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,PF03354.15,Phage Terminase,1.5999999999999997e-71,233.3,2.87,VOG09810,"sp|P17312|TERL_BPT4 Terminase, large subunit",3.3999999999999996e-28,91.6,10,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
NODE_17_length_73201_cov_32.253332_fragment_1_46,NODE_17_length_73201_cov_32.253332_fragment_1,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,49,10,18.47,16,42.56,19,138.66,1,1,0,0,0,0,1,0,2,1,0,6,9,6,1,0,0,0,4,29,lysogenic,medium quality draft,MB18-57_prophage1,MB18-57
